outer_iteration,conditional_lm_iterations,objective_before,objective_after,allowed_objective_increase,relative_objective_change,max_navigation_scaled_step,max_bias_scaled_step,combined_scaled_step,max_chain_kkt_objective_per_m,max_chain_primal_residual_m,max_chain_dual_residual_objective_per_m,navigation_gradient_objective,navigation_roundoff_allowance_objective,objective_ok,step_ok,chain_optimality_ok,navigation_stationarity_ok,conditional_lm_inner_iterations,conditional_lm_lambda,conditional_lm_initial_error,conditional_lm_check_status,conditional_lm_check_evaluated,conditional_lm_previous_error,conditional_lm_current_error,conditional_lm_relative_tolerance,conditional_lm_absolute_tolerance,conditional_lm_optimizer_internal_relative_tolerance,conditional_lm_optimizer_internal_small_change_stop_enabled,conditional_lm_error_tolerance,conditional_lm_absolute_decrease,conditional_lm_relative_decrease,conditional_lm_relative_decrease_valid,conditional_lm_relative_tolerance_enabled,conditional_lm_decrease_predicates_reached_by_linked_check,conditional_lm_error_tolerance_triggered,conditional_lm_absolute_tolerance_triggered,conditional_lm_relative_tolerance_triggered,conditional_lm_check_result,conditional_lm_predicate_union_matches_check_result,conditional_lm_added_diagnostics_seconds,pre_chain_navigation_stationarity_valid,pre_chain_navigation_stationarity_status,pre_chain_max_pose_rotation_gradient_objective_per_rad,pre_chain_max_pose_translation_gradient_objective_per_m,pre_chain_max_velocity_gradient_objective_per_mps,pre_chain_max_accel_bias_gradient_objective_per_mps2,pre_chain_max_gyro_bias_gradient_objective_per_radps,pre_chain_max_scaled_gradient_objective,pre_chain_roundoff_allowance_objective,pre_chain_navigation_stationarity_ok,post_chain_navigation_stationarity_valid,post_chain_navigation_stationarity_status,post_chain_max_pose_rotation_gradient_objective_per_rad,post_chain_max_pose_translation_gradient_objective_per_m,post_chain_max_velocity_gradient_objective_per_mps,post_chain_max_accel_bias_gradient_objective_per_mps2,post_chain_max_gyro_bias_gradient_objective_per_radps,post_chain_max_scaled_gradient_objective,post_chain_roundoff_allowance_objective,post_chain_navigation_stationarity_ok,stationarity_audits_share_navigation_values,pre_chain_stationarity_seconds,post_chain_stationarity_seconds,added_diagnostics_seconds,conditional_lm_policy_version,conditional_lm_stationarity_qualification_enabled,conditional_lm_convergence_check_count,conditional_lm_generic_convergence_count,conditional_lm_generic_convergence_last_iteration,conditional_lm_qualification_evaluation_count,conditional_lm_qualification_last_evaluated,conditional_lm_qualification_last_passed,conditional_lm_qualification_status,conditional_lm_qualification_last_iteration,conditional_lm_qualification_seconds,conditional_lm_iterate_call_count,conditional_lm_lambda_trial_accounting_status,conditional_lm_lambda_trial_count,conditional_lm_rejected_lambda_trial_count,conditional_lm_accepted_update_count,conditional_lm_no_update_return_count,conditional_lm_qualification_audit_valid,conditional_lm_qualification_audit_status,conditional_lm_qualification_max_pose_rotation_gradient_objective_per_rad,conditional_lm_qualification_max_pose_translation_gradient_objective_per_m,conditional_lm_qualification_max_velocity_gradient_objective_per_mps,conditional_lm_qualification_max_accel_bias_gradient_objective_per_mps2,conditional_lm_qualification_max_gyro_bias_gradient_objective_per_radps,conditional_lm_qualification_max_scaled_gradient_objective,conditional_lm_qualification_roundoff_allowance_objective,conditional_lm_qualification_audit_stationary
32,2,0.70656361380885557,0.70643070445536338,1.4210854715202004e-14,0.00013290935349219435,0.0015352702162783338,0.00087797307996084761,0.0015352702162783338,9.9911090188806555e-09,2.667489299424156e-11,1.7916330832836175e-08,0.032289887677587531,6.956838853096585e-13,0,0,1,0,2,1.0000000000000002e-07,0.39910002128385946,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39903306991554832,0.39903306767355645,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.2419918699334573e-09,5.6185615653558592e-09,1,1,1,0,1,1,1,1,3.6800000000000001e-07,1,NOT_STATIONARY,1.7645755032408283e-05,4.3596100112397451e-05,1.3013019577887142e-05,1.8448297458388552e-06,1.3794684078916042e-06,4.3596100112397451e-05,6.95687225520353e-13,0,1,NOT_STATIONARY,0.00086469897159829369,0.032289887677587531,1.3013019577887142e-05,1.8448297458388552e-06,1.3794684078916042e-06,0.032289887677587531,6.956838853096585e-13,0,1,0.00022429399999999999,0.00021694499999999999,0.00022466199999999998,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
33,2,0.70643070445536338,0.70630155449963616,1.4210854715202004e-14,0.00012914995572721466,0.0015885386395281809,0.00087435247763478774,0.0015885386395281809,9.8216594300518943e-09,2.5711510637739635e-11,1.7714540918938404e-08,0.031879681171423466,6.9566734409704971e-13,0,0,1,0,2,1.0000000000000002e-07,0.3988979504661348,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39883293076582338,0.39883292877205423,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.9937691497773358e-09,4.9990083465499661e-09,1,1,1,0,1,1,1,1,3.8400000000000005e-07,1,NOT_STATIONARY,1.6035998947186436e-05,3.9823023016360981e-05,1.1867457086409128e-05,1.6808174631045836e-06,1.2464094762479339e-06,3.9823023016360981e-05,6.9567044081791116e-13,0,1,NOT_STATIONARY,0.00085888099870118535,0.031879681171423466,1.1867457086409128e-05,1.6808174631045836e-06,1.2464094762479339e-06,0.031879681171423466,6.9566734409704971e-13,0,1,0.00028052900000000001,0.00025239199999999999,0.00028091299999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
34,2,0.70630155449963616,0.70617579301233147,1.4210854715202004e-14,0.0001257614873046986,0.0016329743996217894,0.00087036967815351529,0.0016329743996217894,9.8036828622309675e-09,3.4051969800907955e-11,1.8159845561447059e-08,0.031486930963048443,6.9565423508765042e-13,0,0,1,0,2,1.0000000000000002e-07,0.39871801596755013,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39865473162924547,0.39865472980928351,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.8199619589154281e-09,4.5652586424285019e-09,1,1,1,0,1,1,1,1,3.89e-07,1,NOT_STATIONARY,1.4638578952688719e-05,3.6546542259152659e-05,1.0872689894206311e-05,1.5383948083844828e-06,1.130976084555424e-06,3.6546542259152659e-05,6.9565711804548076e-13,0,1,NOT_STATIONARY,0.0008526159322334529,0.031486930963048443,1.0872689894206311e-05,1.5383948083844828e-06,1.130976084555424e-06,0.031486930963048443,6.9565423508765042e-13,0,1,0.000301823,0.00029584799999999998,0.000302212,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
35,2,0.70617579301233147,0.70605312526301822,1.4210854715202004e-14,0.00012266774931324331,0.0016697253768488685,0.00086607151743783861,0.0016697253768488685,9.8061894095650545e-09,4.5715966724171665e-11,1.7742999049268715e-08,0.0311098692009915,6.9564410904009e-13,0,0,1,0,2,1.0000000000000002e-07,0.39855736244265688,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39849565780329199,0.39849565610352994,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.6997620533309998e-09,4.2654468625855073e-09,1,1,1,0,1,1,1,1,3.9200000000000002e-07,1,NOT_STATIONARY,1.3424466037276206e-05,3.3698463800024836e-05,1.000805614470579e-05,1.4146077695221387e-06,1.030764156022268e-06,3.3698463800024836e-05,6.9564680402815172e-13,0,1,NOT_STATIONARY,0.00084599002302474836,0.0311098692009915,1.000805614470579e-05,1.4146077695221387e-06,1.030764156022268e-06,0.0311098692009915,6.9564410904009e-13,0,1,0.00037691899999999997,0.000293078,0.00037731099999999997,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
36,2,0.70605312526301822,0.70593331491722622,1.4210854715202004e-14,0.00011981034579200411,0.0016997893214613091,0.00086149921672828977,0.0016997893214613091,9.7808221746139507e-09,4.6493026228840752e-11,1.5749568552016355e-08,0.030746939194994369,6.9563657554320472e-13,0,0,1,0,2,1.0000000000000002e-07,0.39841353888196146,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39835328940679582,0.39835328778898099,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.6178148265488801e-09,4.0612563510095133e-09,1,1,1,0,1,1,1,1,4.1100000000000001e-07,1,NOT_STATIONARY,1.2368613212229707e-05,3.1220016991961863e-05,9.2557388328279311e-06,1.3069080747659528e-06,9.4369805823946162e-07,3.1220016991961863e-05,6.95639104927811e-13,0,1,NOT_STATIONARY,0.00083907613244617839,0.030746939194994369,9.2557388328279311e-06,1.3069080747659528e-06,9.4369805823946162e-07,0.030746939194994369,6.9563657554320472e-13,0,1,0.000215293,0.00031069700000000002,0.00021570399999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
37,2,0.70593331491722622,0.70581617048936596,1.4210854715202004e-14,0.00011714442786026069,0.0017240340711487667,0.00085668905332461631,0.0017240340711487667,9.774729629644472e-09,4.7956304249972373e-11,1.679717910955755e-08,0.030396773185040277,6.9563129510967962e-13,0,0,1,0,2,1.0000000000000002e-07,0.39828443695390509,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39822554200425692,0.39822554044141556,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.5628413563284482e-09,3.9245130999451107e-09,1,1,1,0,1,1,1,1,4.9699999999999996e-07,1,NOT_STATIONARY,1.1449413309314038e-05,2.9060560311433559e-05,8.6003765923936548e-06,1.2130978874515252e-06,8.6798615892696995e-07,2.9060560311433559e-05,6.9563367831247439e-13,0,1,NOT_STATIONARY,0.00083193574857412002,0.030396773185040277,8.6003765923936548e-06,1.2130978874515252e-06,8.6798615892696995e-07,0.030396773185040277,6.9563129510967962e-13,0,1,0.00028568799999999998,0.00030019600000000002,0.000286185,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
38,2,0.70581617048936596,0.70570153504614275,1.4210854715202004e-14,0.00011463544322320995,0.0017432172679278657,0.00085167309825320836,0.0017432172679278657,9.7715198981227291e-09,4.9985279210956617e-11,1.7614545806635041e-08,0.030058130880669123,6.9562797245015879e-13,0,0,1,0,2,1.0000000000000002e-07,0.39816823983753236,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39811061716285367,0.39811061563626821,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.5265854691470793e-09,3.8345761286808497e-09,1,1,1,0,1,1,1,1,3.4400000000000001e-07,1,NOT_STATIONARY,1.0648207247276886e-05,2.7176401901141123e-05,8.0287098155468195e-06,1.1312795169613615e-06,8.0208053807734325e-07,2.7176401901141123e-05,6.9563022631273469e-13,0,1,NOT_STATIONARY,0.00082462096585190874,0.030058130880669123,8.0287098155468195e-06,1.1312795169613615e-06,8.0208053807734325e-07,0.030058130880669123,6.9562797245015879e-13,0,1,0.00025074100000000002,0.00031018199999999999,0.00025108500000000001,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
39,2,0.70570153504614275,0.70558929837129458,1.4210854715202004e-14,0.00011223667484816513,0.0017579968276713043,0.00084647901193762864,0.0017579968276713043,9.7707678498848845e-09,5.2467040252384009e-11,1.7239169872207164e-08,0.029729967920907915,6.956263503622575e-13,0,0,1,0,2,1.0000000000000002e-07,0.39806337833303962,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39800695989779267,0.39800695839474609,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.5030465760901279e-09,3.7764328957365648e-09,1,1,1,0,1,1,1,1,3.5200000000000003e-07,1,NOT_STATIONARY,9.948935289036398e-06,2.5529971588444944e-05,7.5293321200459173e-06,1.0598200542409619e-06,7.4464812531427338e-07,2.5529971588444944e-05,6.9562848958267354e-13,0,1,NOT_STATIONARY,0.00081717571330896036,0.029729967920907915,7.5293321200459173e-06,1.0598200542409619e-06,7.4464812531427338e-07,0.029729967920907915,6.956263503622575e-13,0,1,0.000203654,0.00030098100000000002,0.00020400600000000001,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
40,2,0.70558929837129458,0.70547956000905843,1.4210854715202004e-14,0.00010973836223615585,0.001768320124543421,0.00084155269992325366,0.001768320124543421,9.769457547322169e-09,4.3703987575913201e-11,1.6788140580821612e-08,0.029416972680343337,6.9563204344076905e-13,0,0,1,0,2,1.0000000000000002e-07,0.39796852763401042,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39791333956859892,0.39791333802415396,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.5444449608104094e-09,3.8813601033954589e-09,1,1,1,0,1,1,1,1,5.7899999999999998e-07,1,NOT_STATIONARY,9.8317961585159264e-06,2.5293195910214283e-05,7.4561356643160215e-06,1.049230029227799e-06,7.3300742085141701e-07,2.5293195910214283e-05,6.9563379949487659e-13,0,1,NOT_STATIONARY,0.0008093101612040559,0.029416972680343337,7.4561356643160215e-06,1.049230029227799e-06,7.3300742085141701e-07,0.029416972680343337,6.9563204344076905e-13,0,1,0.00027422600000000003,0.00017314300000000001,0.00027480500000000004,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
41,2,0.70547956000905843,0.70537230689730956,1.4210854715202004e-14,0.00010725311174886176,0.0017744565009537305,0.00083688656660357852,0.0017744565009537305,9.8508375970252082e-09,3.7144852175534838e-11,1.8612836890485125e-08,0.029105106521970056,6.9564631947284061e-13,0,0,1,0,2,1.0000000000000002e-07,0.39788261348958659,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39782868372493857,0.39782868211435068,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.6105878852812339e-09,4.0484458541325422e-09,1,1,1,0,1,1,1,1,4.2799999999999997e-07,1,NOT_STATIONARY,9.8080680868140035e-06,2.5271547961502883e-05,7.4490985979697166e-06,1.0481690179958009e-06,7.2906123115348831e-07,2.5271547961502883e-05,6.9564763248378544e-13,0,1,NOT_STATIONARY,0.00080064531059514249,0.029105106521970056,7.4490985979697166e-06,1.0481690179958009e-06,7.2906123115348831e-07,0.029105106521970056,6.9564631947284061e-13,0,1,0.00017207100000000001,0.000266739,0.000172499,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
42,2,0.70537230689730956,0.70526742871722659,1.4210854715202004e-14,0.000104878180082979,0.0017780161045380383,0.00083179162425967013,0.0017780161045380383,9.7668707301671289e-09,3.3076255445754488e-11,1.6635862282606878e-08,0.028779895855564938,6.9566233743122226e-13,0,0,1,0,2,1.0000000000000002e-07,0.39780469661730589,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39775196673019231,0.39775196512318106,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.6070112462962527e-09,4.0402345700689878e-09,1,1,1,0,1,1,1,1,9.4499999999999995e-07,1,NOT_STATIONARY,9.166465958165837e-06,2.3733942609571734e-05,6.985443710028072e-06,9.8202920266465821e-07,6.7730891041908881e-07,2.3733942609571734e-05,6.9566354145242932e-13,0,1,NOT_STATIONARY,0.00079147838840944867,0.028779895855564938,6.985443710028072e-06,9.8202920266465821e-07,6.7730891041908881e-07,0.028779895855564938,6.9566233743122226e-13,0,1,0.000225916,0.00026289500000000002,0.000226861,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
43,2,0.70526742871722659,0.70516483298889687,1.4210854715202004e-14,0.00010259572832971298,0.0017801057555765498,0.0008261984407431644,0.0017801057555765498,9.768375145831936e-09,2.9278314987023938e-11,1.8282854795106372e-08,0.028453888536576752,6.9567898642208364e-13,0,0,1,0,2,1.0000000000000002e-07,0.39773402402169133,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39768244613916098,0.39768244454585405,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.5933069308360359e-09,4.0064804124607759e-09,1,1,1,0,1,1,1,1,3.7500000000000001e-07,1,NOT_STATIONARY,8.4931670445015373e-06,2.211737459539842e-05,6.497979775837992e-06,9.1251030690311929e-07,6.2328047935669706e-07,2.211737459539842e-05,6.9568013462128636e-13,0,1,NOT_STATIONARY,0.00078225120001394234,0.028453888536576752,6.497979775837992e-06,9.1251030690311929e-07,6.2328047935669706e-07,0.028453888536576752,6.9567898642208364e-13,0,1,0.00030118400000000002,0.00031086500000000001,0.00030155900000000002,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
44,2,0.70516483298889687,0.7050644617187446,1.4210854715202004e-14,0.00010037127015227743,0.001780872861281424,0.00082025778849992292,0.001780872861281424,9.9888726489351283e-09,3.2296244067205495e-11,1.5200054715338764e-08,0.028131769970770382,6.9569613569399446e-13,0,0,1,0,2,1.0000000000000002e-07,0.39766980220873049,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39761933451790044,0.39761933293976209,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.578138342228641e-09,3.9689678172769909e-09,1,1,1,0,1,1,1,1,4.1899999999999998e-07,1,NOT_STATIONARY,7.8662214907654349e-06,2.0610987488955956e-05,6.0436672082581078e-06,8.4771729844286547e-07,5.7308840058917232e-07,2.0610987488955956e-05,6.9569722534255584e-13,0,1,NOT_STATIONARY,0.0007730635802315252,0.028131769970770382,6.0436672082581078e-06,8.4771729844286547e-07,5.7308840058917232e-07,0.028131769970770382,6.9569613569399446e-13,0,1,0.00030669999999999997,0.00034488599999999998,0.00030711899999999996,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
45,2,0.7050644617187446,0.70496669142305513,1.4210854715202004e-14,9.7770295689469933e-05,0.0017807549757694052,0.00081433657115179137,0.0017807549757694052,9.7585902079939081e-09,3.1347346865339268e-11,1.6024724292209106e-08,0.027751334997979216,6.9571555775036563e-13,0,0,1,0,2,1.0000000000000002e-07,0.39760779143034114,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39755853957459852,0.39755853793949236,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.6351061615793583e-09,4.1128689207103408e-09,1,1,1,0,1,1,1,1,4.1600000000000002e-07,1,NOT_STATIONARY,8.4294534909573615e-06,2.1982308683721197e-05,6.4586486407391952e-06,9.0701016959224279e-07,6.1639714384054134e-07,2.1982308683721197e-05,6.957162753570019e-13,0,1,NOT_STATIONARY,0.00076310122283768621,0.027751334997979216,6.4586486407391952e-06,9.0701016959224279e-07,6.1639714384054134e-07,0.027751334997979216,6.9571555775036563e-13,0,1,0.00019485100000000001,0.00018689800000000001,0.000195267,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
46,2,0.70496669142305513,0.70487173052857655,1.4210854715202004e-14,9.4960894478579583e-05,0.0017803147283201592,0.00080795741246744712,0.0017803147283201592,9.8928906733242172e-09,2.7605069237450947e-11,1.7749315673948984e-08,0.027235242721142236,6.9574142085960574e-13,0,0,1,0,2,1.0000000000000002e-07,0.39754408508369143,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39749626544295485,0.39749626358745449,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.8555003644671331e-09,4.6679693012950283e-09,1,1,1,0,1,1,1,1,4.1100000000000001e-07,1,NOT_STATIONARY,1.0733476014490595e-05,2.7576996823930333e-05,8.1488025449605317e-06,1.1482486746514781e-06,7.9536861284645877e-07,2.7576996823930333e-05,6.9574131926710337e-13,0,1,NOT_STATIONARY,0.00075110334360760193,0.027235242721142236,8.1488025449605317e-06,1.1482486746514781e-06,7.9536861284645877e-07,0.027235242721142236,6.9574142085960574e-13,0,1,0.00026751200000000002,0.00028993299999999998,0.00026792300000000004,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
47,2,0.70487173052857655,0.70477941949827183,1.4210854715202004e-14,9.231103030471477e-05,0.0017794421672728544,0.00079926931470056251,0.0017794421672728544,9.7461994308378763e-09,2.8809067947129294e-11,1.7442336434087362e-08,0.026724701043904758,6.9577269568006381e-13,0,0,1,0,2,1.0000000000000002e-07,0.39748686338076883,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39744038407943644,0.3974403821496732,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.929763238095461e-09,4.8554784953855091e-09,1,1,1,0,1,1,1,1,4.6899999999999998e-07,1,NOT_STATIONARY,1.1232174126879491e-05,2.8822801838079837e-05,8.5239600720043995e-06,1.201638673883898e-06,8.3140008328222437e-07,2.8822801838079837e-05,6.9577236670791263e-13,0,1,NOT_STATIONARY,0.00073862253461395161,0.026724701043904758,8.5239600720043995e-06,1.201638673883898e-06,8.3140008328222437e-07,0.026724701043904758,6.9577269568006381e-13,0,1,0.00016949000000000001,0.00018317600000000001,0.00016995900000000002,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
48,2,0.70477941949827183,0.70468964696227954,1.4210854715202004e-14,8.9772535992294067e-05,0.0017800955543328112,0.00078959603911057941,0.0017800955543328112,9.6917685345635077e-09,3.0608030078931815e-11,1.7227260010538161e-08,0.026243044197937174,6.9580544799780513e-13,0,0,1,0,2,1.0000000000000002e-07,0.39743520624329043,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39739000890102177,0.39739000695681426,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.9442075172015905e-09,4.8924418673189033e-09,1,1,1,0,1,1,1,1,2.8700000000000002e-07,1,NOT_STATIONARY,1.1252877306341946e-05,2.8898316191017237e-05,8.5452797784629775e-06,1.2045249421100551e-06,8.3151641572937196e-07,2.8898316191017237e-05,6.9580512382283793e-13,0,1,NOT_STATIONARY,0.00072641216683198492,0.026243044197937174,8.5452797784629775e-06,1.2045249421100551e-06,8.3151641572937196e-07,0.026243044197937174,6.9580544799780513e-13,0,1,0.00026286799999999998,0.00028245499999999998,0.000263155,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
49,2,0.70468964696227954,0.7046023172573519,1.4210854715202004e-14,8.7329704927641139e-05,0.0017807077674081573,0.00077969097764396533,0.0017807077674081573,9.6837244417029681e-09,2.8248384749450208e-11,1.700956025078847e-08,0.025789012638257794,6.9583848048233865e-13,0,0,1,0,2,1.0000000000000002e-07,0.39738850409809562,EVALUATED_MATCHED_LINKED_GTSAM,1,0.3973445394521003,0.3973445375173828,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.9347174973205483e-09,4.8691181209847169e-09,1,1,1,0,1,1,1,1,3.9799999999999999e-07,1,NOT_STATIONARY,1.1105414085277321e-05,2.8556762080245157e-05,8.4409323011236381e-06,1.1895130499987167e-06,8.1920595444706645e-07,2.8556762080245157e-05,6.9583818918626408e-13,0,1,NOT_STATIONARY,0.00071452774491847539,0.025789012638257794,8.4409323011236381e-06,1.1895130499987167e-06,8.1920595444706645e-07,0.025789012638257794,6.9583848048233865e-13,0,1,0.000301169,0.000171068,0.00030156699999999998,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
50,2,0.7046023172573519,0.70451734429048529,1.4210854715202004e-14,8.4972966866603272e-05,0.0017797784067911937,0.0007698431979424325,0.0017797784067911937,9.803020521501091e-09,3.1780047782984579e-11,1.679474305133742e-08,0.025358616798414779,6.9587148590864142e-13,0,0,1,0,2,1.0000000000000002e-07,0.39734622632430627,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39730345032519576,0.39730344841039966,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.9147960994558844e-09,4.8194801678379837e-09,1,1,1,0,1,1,1,1,3.4299999999999999e-07,1,NOT_STATIONARY,1.0894348295584222e-05,2.8054409924371804e-05,8.2884475627043042e-06,1.167672381136714e-06,8.0229209557802772e-07,2.8054409924371804e-05,6.9587121528987304e-13,0,1,NOT_STATIONARY,0.00070295852458299689,0.025358616798414779,8.2884475627043042e-06,1.167672381136714e-06,8.0229209557802772e-07,0.025358616798414779,6.9587148590864142e-13,0,1,0.00016752299999999999,0.00027979799999999999,0.000167866,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
